Timestamp,Level,Cond,Tur,label_Level,label_Cond,label_Tur,type_Level,type_Cond,type_Tur
2017-03-13T19:00:00Z,0.601,348.33,24.65,0,0,0,0,0,0
2017-03-13T21:00:00Z,0.6,350.22,24.02,0,0,0,0,0,0
2017-03-13T22:00:00Z,0.602,351.26,23.37,0,0,0,0,0,0
2017-03-14T00:00:00Z,0.599,351.88,23.15,0,0,0,0,0,0
2017-03-14T01:00:00Z,0.599,352.16,22.98,0,0,0,0,0,0
2017-03-14T03:00:00Z,0.6,352.66,22.66,0,0,0,0,0,0
2017-03-14T04:00:00Z,0.596,352.96,22.99,0,0,0,0,0,0
2017-03-14T06:00:00Z,0.595,353.37,22.53,0,0,0,0,0,0
2017-03-14T07:00:00Z,0.595,354.04,22.1,0,0,0,0,0,0
2017-03-14T09:00:00Z,0.595,354.87,21.52,0,0,0,0,0,0
2017-03-14T10:00:00Z,0.593,355.21,21.81,0,0,0,0,0,0
2017-03-14T12:00:00Z,0.592,355.57,20.61,0,0,0,0,0,0
2017-03-14T13:00:00Z,0.591,355.98,20.85,0,0,0,0,0,0
2017-03-14T15:00:00Z,0.591,356.46,20.93,0,0,0,0,0,0
2017-03-14T16:00:00Z,0.589,357.02,19.91,0,0,0,0,0,0
2017-03-14T18:00:00Z,0.588,357.98,19.42,0,0,0,0,0,0
2017-03-14T19:00:00Z,0.588,359.2,19.65,0,0,0,0,0,0
2017-03-14T21:00:00Z,0.587,360.34,19.2,0,0,0,0,0,0
2017-03-14T22:00:00Z,0.586,362.05,18.98,0,0,0,0,0,0
2017-03-15T00:00:00Z,0.586,363.95,18.72,0,0,0,0,0,0
2017-03-15T01:00:00Z,0.583,365.65,18.34,0,0,0,0,0,0
2017-03-15T03:00:00Z,0.583,366.99,18.46,0,0,0,0,0,0
2017-03-15T04:00:00Z,0.582,368.57,18.16,0,0,0,0,0,0
2017-03-15T06:00:00Z,0.583,370.04,18.18,0,0,0,0,0,0
2017-03-15T07:00:00Z,0.581,371.96,18.52,0,0,0,0,0,0
2017-03-15T09:00:00Z,0.579,373.23,17.48,0,0,0,0,0,0
2017-03-15T10:00:00Z,0.579,374.64,16.87,0,0,0,0,0,0
2017-03-15T12:00:00Z,0.578,375.89,16.64,0,0,0,0,0,0
2017-03-15T13:00:00Z,0.578,377.14,16.18,0,0,0,0,0,0
2017-03-15T15:00:00Z,0.576,378.1,16.17,0,0,0,0,0,0
2017-03-15T16:00:00Z,0.576,378.55,15.94,0,0,0,0,0,0
2017-03-15T18:00:00Z,0.577,379.13,16.17,0,0,0,0,0,0
2017-03-15T19:00:00Z,0.576,380.07,16.09,0,0,0,0,0,0
2017-03-15T21:00:00Z,0.577,381.42,15.48,0,0,0,0,0,0
2017-03-15T22:00:00Z,0.576,382.45,15.32,0,0,0,0,0,0
2017-03-16T00:00:00Z,0.576,384.01,15.53,0,0,0,0,0,0
2017-03-16T01:00:00Z,0.576,386.29,16.34,0,0,0,0,0,0
2017-03-16T03:00:00Z,0.575,388.53,15.63,0,0,0,0,0,0
2017-03-16T04:00:00Z,0.577,391.07,15.12,0,0,0,0,0,0
2017-03-16T06:00:00Z,0.577,393.51,14.95,0,0,0,0,0,0
2017-03-16T07:00:00Z,0.577,395.85,14.99,0,0,0,0,0,0
2017-03-16T09:00:00Z,0.575,397.47,15.53,0,0,0,0,0,0
2017-03-16T10:00:00Z,0.574,398.7,14.52,0,0,0,0,0,0
2017-03-16T12:00:00Z,0.574,400.31,13.93,0,0,0,0,0,0
2017-03-16T13:00:00Z,0.574,401.34,13.53,0,0,0,0,0,0
2017-03-16T15:00:00Z,0.573,402.99,13.49,0,0,0,0,0,0
2017-03-16T16:00:00Z,0.575,404.23,13.29,0,0,0,0,0,0
2017-03-16T18:00:00Z,0.575,405.56,13.23,0,0,0,0,0,0
2017-03-16T19:00:00Z,0.574,407.28,13.19,0,0,0,0,0,0
2017-03-16T21:00:00Z,0.575,408.31,12.98,0,0,0,0,0,0
2017-03-16T22:00:00Z,0.574,409.74,12.79,0,0,0,0,0,0
2017-03-17T00:00:00Z,0.575,411.47,12.92,0,0,0,0,0,0
2017-03-17T01:00:00Z,0.574,413.3,12.88,0,0,0,0,0,0
2017-03-17T03:00:00Z,0.576,415.39,13.25,0,0,0,0,0,0
2017-03-17T04:00:00Z,0.575,417.48,12.83,0,0,0,0,0,0
2017-03-17T06:00:00Z,0.576,419.74,12.83,0,0,0,0,0,0
2017-03-17T07:00:00Z,0.576,422.37,12.93,0,0,0,0,0,0
2017-03-17T09:00:00Z,0.575,423.9,12.41,0,0,0,0,0,0
2017-03-17T10:00:00Z,0.573,426.09,12.25,0,0,0,0,0,0
2017-03-17T12:00:00Z,0.574,427.68,12.07,0,0,0,0,0,0
2017-03-17T13:00:00Z,0.573,429.13,12.09,0,0,0,0,0,0
2017-03-17T15:00:00Z,0.57,429.98,12.48,0,0,0,0,0,0
2017-03-17T16:00:00Z,0.568,431,12.31,0,0,0,0,0,0
2017-03-17T18:00:00Z,0.568,432.17,12.2,0,0,0,0,0,0
2017-03-17T19:00:00Z,0.565,433.18,12.2,0,0,0,0,0,0
2017-03-17T21:00:00Z,0.565,434.01,12.32,0,0,0,0,0,0
2017-03-17T22:00:00Z,0.565,435.25,12.09,0,0,0,0,0,0
2017-03-18T00:00:00Z,0.566,435.59,12.13,0,0,0,0,0,0
2017-03-18T01:00:00Z,0.565,436.76,11.99,0,0,0,0,0,0
2017-03-18T03:00:00Z,0.567,437.85,12.32,0,0,0,0,0,0
2017-03-18T04:00:00Z,0.568,439.51,12.87,0,0,0,0,0,0
2017-03-18T06:00:00Z,0.567,441.46,13.14,0,0,0,0,0,0
2017-03-18T07:00:00Z,0.567,443.69,13.28,0,0,0,0,0,0
2017-03-18T09:00:00Z,0.565,445.02,12.95,0,0,0,0,0,0
2017-03-18T10:00:00Z,0.566,446.75,13.19,0,0,0,0,0,0
2017-03-18T12:00:00Z,0.561,447.62,13.8,0,0,0,0,0,0
2017-03-18T13:00:00Z,0.563,448.27,13.49,0,0,0,0,0,0
2017-03-18T15:00:00Z,0.562,448.58,13.21,0,0,0,0,0,0
2017-03-18T16:00:00Z,0.561,449.05,13.16,0,0,0,0,0,0
2017-03-18T18:00:00Z,0.56,449.52,13.35,0,0,0,0,0,0
2017-03-18T19:00:00Z,0.561,450.35,12.91,0,0,0,0,0,0
2017-03-18T21:00:00Z,0.559,450.97,13.13,0,0,0,0,0,0
2017-03-18T22:00:00Z,0.56,451.52,13.05,0,0,0,0,0,0
2017-03-19T00:00:00Z,0.561,452.02,13.11,0,0,0,0,0,0
2017-03-19T01:00:00Z,0.561,452.99,12.89,0,0,0,0,0,0
2017-03-19T03:00:00Z,0.562,454.19,12.9,0,0,0,0,0,0
2017-03-19T04:00:00Z,0.56,455.58,12.77,0,0,0,0,0,0
2017-03-19T06:00:00Z,0.56,457.49,13.07,0,0,0,0,0,0
2017-03-19T07:00:00Z,0.56,459.33,13.19,0,0,0,0,0,0
2017-03-19T09:00:00Z,0.56,460.66,12.75,0,0,0,0,0,0
2017-03-19T10:00:00Z,0.559,461.67,12.76,0,0,0,0,0,0
2017-03-19T12:00:00Z,0.559,462.76,12.8,0,0,0,0,0,0
2017-03-19T13:00:00Z,0.558,463.22,12.64,0,0,0,0,0,0
2017-03-19T15:00:00Z,0.57,461.21,12.95,0,0,0,0,0,0
2017-03-19T16:00:00Z,0.641,421.29,22.72,0,0,0,0,0,0
2017-03-19T18:00:00Z,0.594,401.57,22.94,0,0,0,0,0,0
2017-03-19T19:00:00Z,0.593,394.76,23.03,0,0,0,0,0,0
2017-03-19T21:00:00Z,0.692,367.16,31.14,0,0,0,0,0,0
2017-03-19T22:00:00Z,0.83,352.19,40.64,0,0,0,0,0,0
2017-03-20T00:00:00Z,1.067,364.93,63.18,0,0,0,0,0,0
2017-03-20T01:00:00Z,1.003,385.85,51.75,0,0,0,0,0,0
2017-03-20T03:00:00Z,0.938,407.59,44.05,0,0,0,0,0,0
2017-03-20T04:00:00Z,0.91,438.88,35.54,0,0,0,0,0,0
2017-03-20T06:00:00Z,0.927,456.7,33.33,0,0,0,0,0,0
2017-03-20T07:00:00Z,0.986,478.44,35.64,0,0,0,0,0,0
2017-03-20T09:00:00Z,0.989,499.04,45.54,0,0,0,0,0,0
2017-03-20T10:00:00Z,0.974,504.32,46.83,0,0,0,0,0,0
2017-03-20T12:00:00Z,0.955,514.42,42.59,0,0,0,0,0,0
2017-03-20T13:00:00Z,1.211,414.31,95.66,0,0,0,0,0,0
2017-03-20T15:00:00Z,2.272,220.88,235.48,0,0,0,0,0,0
2017-03-20T17:00:00Z,2.908,201.87,221.66,0,0,0,0,0,0
2017-03-20T18:00:00Z,3.064,193.2,244.07,0,0,0,0,0,0
2017-03-20T20:00:00Z,3.581,152.81,430.16,0,0,0,0,0,0
2017-03-20T22:00:00Z,3.772,119.86,287.79,0,0,0,0,0,0
2017-03-20T23:00:00Z,3.554,114.43,204.74,0,0,0,0,0,0
2017-03-21T01:00:00Z,2.972,144.33,169.39,0,0,0,0,0,0
2017-03-21T02:00:00Z,2.361,157.94,160.83,0,0,0,0,0,0
2017-03-21T04:00:00Z,2.101,159.34,164.58,0,0,0,0,0,0
2017-03-21T05:00:00Z,1.942,162.84,119.88,0,0,0,0,0,0
2017-03-21T07:00:00Z,1.814,168.17,122.27,0,0,0,0,0,0
2017-03-21T08:00:00Z,1.72,171.01,114.41,0,0,0,0,0,0
2017-03-21T10:00:00Z,1.64,173.57,105.64,0,0,0,0,0,0
2017-03-21T11:00:00Z,1.571,175.64,100.71,0,0,0,0,0,0
2017-03-21T13:00:00Z,1.52,178.18,103.17,0,0,0,0,0,0
2017-03-21T14:00:00Z,1.479,180.23,90.69,0,0,0,0,0,0
2017-03-21T16:00:00Z,1.454,181.14,87.25,0,0,0,0,0,0
2017-03-21T17:00:00Z,1.431,179.9,97.49,0,0,0,0,0,0
2017-03-21T19:00:00Z,1.406,180.21,80.94,0,0,0,0,0,0
2017-03-21T20:00:00Z,1.529,164.94,97.3,0,0,0,0,0,0
2017-03-21T22:00:00Z,1.626,167.19,84.86,0,0,0,0,0,0
2017-03-21T23:00:00Z,1.536,159.53,76.5,0,0,0,0,0,0
2017-03-22T01:00:00Z,1.489,158.36,71.09,0,0,0,0,0,0
2017-03-22T02:00:00Z,1.444,162.56,69.77,0,0,0,0,0,0
2017-03-22T04:00:00Z,1.399,167.84,66.94,0,0,0,0,0,0
2017-03-22T05:00:00Z,1.363,172.34,63.9,0,0,0,0,0,0
2017-03-22T07:00:00Z,1.321,177.11,57.47,0,0,0,0,0,0
2017-03-22T09:00:00Z,1.289,3.1,2.35,0,1,1,0,A,A
2017-03-22T10:00:00Z,1.266,180.85,49.09,0,0,0,0,0,0
2017-03-22T11:00:00Z,1.238,181.36,51.93,0,0,0,0,0,0
2017-03-22T13:00:00Z,1.214,182,68.24,0,0,0,0,0,0
2017-03-22T14:00:00Z,1.189,182.01,66.46,0,0,0,0,0,0
2017-03-22T16:00:00Z,1.17,181.88,62.4,0,0,0,0,0,0
2017-03-22T17:00:00Z,1.183,181.9,58.53,0,0,0,0,0,0
2017-03-22T19:00:00Z,1.311,160.87,66.64,0,0,0,0,0,0
2017-03-22T20:00:00Z,1.434,163.14,61.36,0,0,0,0,0,0
2017-03-22T22:00:00Z,1.864,196.6,56.49,0,0,0,0,0,0
2017-03-22T23:00:00Z,1.736,204.35,57.41,0,0,0,0,0,0
2017-03-23T01:00:00Z,1.739,138.79,89.13,0,0,0,0,0,0
2017-03-23T02:00:00Z,1.927,111.6,114.86,0,0,0,0,0,0
2017-03-23T04:00:00Z,2.802,120.02,165.48,0,0,0,0,0,0
2017-03-23T06:00:00Z,3.409,100.06,163.49,0,0,0,0,0,0
2017-03-23T07:00:00Z,3.845,119.14,131.38,0,0,0,0,0,0
2017-03-23T09:00:00Z,4.362,112.42,213.79,0,0,0,0,0,0
2017-03-23T10:00:00Z,4.525,114.6,137.6,0,0,0,0,0,0
2017-03-23T12:00:00Z,4.461,118.6,130.94,0,0,0,0,0,0
2017-03-23T13:00:00Z,4.195,123.6,114.16,0,0,0,0,0,0
2017-03-23T15:00:00Z,3.789,117.99,108.46,0,0,0,0,0,0
2017-03-23T17:00:00Z,3.443,119.98,111.48,0,0,0,0,0,0
2017-03-23T18:00:00Z,3.64,113.48,117.61,0,0,0,0,0,0
2017-03-23T20:00:00Z,4.09,100.56,127.47,0,0,0,0,0,0
2017-03-23T21:00:00Z,4.714,91.63,125.33,0,0,0,0,0,0
2017-03-23T23:00:00Z,5.497,83.21,133.72,0,0,0,0,0,0
2017-03-24T01:00:00Z,5.761,76.71,118.35,0,0,0,0,0,0
2017-03-24T02:00:00Z,5.668,78.23,113.65,0,0,0,0,0,0
2017-03-24T04:00:00Z,5.524,77.62,108.55,0,0,0,0,0,0
2017-03-24T05:00:00Z,5.264,79.36,105.44,0,0,0,0,0,0
2017-03-24T07:00:00Z,4.761,84.11,108.8,0,0,0,0,0,0
2017-03-24T08:00:00Z,4.279,87.73,92.98,0,0,0,0,0,0
2017-03-24T10:00:00Z,3.818,90.44,90.81,0,0,0,0,0,0
2017-03-24T12:00:00Z,3.522,91.79,87.46,0,0,0,0,0,0
2017-03-24T13:00:00Z,3.318,92.54,85.87,0,0,0,0,0,0
2017-03-24T15:00:00Z,3.146,93.14,87.04,0,0,0,0,0,0
2017-03-24T16:00:00Z,3.015,93.15,83.03,0,0,0,0,0,0
2017-03-24T18:00:00Z,2.869,93.54,81.2,0,0,0,0,0,0
2017-03-24T19:00:00Z,2.753,94.05,82.15,0,0,0,0,0,0
2017-03-24T21:00:00Z,2.633,94.58,81.15,0,0,0,0,0,0
2017-03-24T22:00:00Z,2.538,95.23,80.11,0,0,0,0,0,0
2017-03-25T00:00:00Z,2.439,95.97,82.11,0,0,0,0,0,0
2017-03-25T01:00:00Z,2.356,96.83,81.57,0,0,0,0,0,0
2017-03-25T03:00:00Z,2.282,97.87,76.63,0,0,0,0,0,0
2017-03-25T04:00:00Z,2.214,99.1,76.98,0,0,0,0,0,0
2017-03-25T06:00:00Z,2.139,100.55,76.95,0,0,0,0,0,0
2017-03-25T07:00:00Z,2.076,101.99,74.28,0,0,0,0,0,0
2017-03-25T09:00:00Z,2.014,103.59,73.77,0,0,0,0,0,0
2017-03-25T10:00:00Z,1.945,105.15,74.01,0,0,0,0,0,0
2017-03-25T12:00:00Z,1.883,106.78,71.59,0,0,0,0,0,0
2017-03-25T13:00:00Z,1.828,108.54,70.28,0,0,0,0,0,0
2017-03-25T15:00:00Z,1.769,110.24,70.62,0,0,0,0,0,0
2017-03-25T16:00:00Z,1.722,112.24,68.24,0,0,0,0,0,0
2017-03-25T18:00:00Z,1.673,114.21,66.75,0,0,0,0,0,0
2017-03-25T19:00:00Z,1.629,116.32,66.09,0,0,0,0,0,0
2017-03-25T21:00:00Z,1.588,118.32,67.99,0,0,0,0,0,0
2017-03-25T22:00:00Z,1.55,120.08,67.25,0,0,0,0,0,0
2017-03-26T00:00:00Z,1.515,122.23,65.18,0,0,0,0,0,0
,1.487,124.29,63.31,0,0,0,0,0,0
2017-03-26T02:00:00Z,1.454,126.41,62.93,0,0,0,0,0,0
2017-03-26T03:00:00Z,1.428,128.53,62.57,0,0,0,0,0,0
2017-03-26T05:00:00Z,1.4,130.81,61.7,0,0,0,0,0,0
2017-03-26T06:00:00Z,1.376,133.23,59.94,0,0,0,0,0,0
2017-03-26T08:00:00Z,1.347,135.69,58.56,0,0,0,0,0,0
2017-03-26T09:00:00Z,1.319,138.3,57.36,0,0,0,0,0,0
2017-03-26T11:00:00Z,1.293,141.02,55.72,0,0,0,0,0,0
2017-03-26T12:00:00Z,1.269,143.75,54.81,0,0,0,0,0,0
2017-03-26T14:00:00Z,1.245,146.52,53.46,0,0,0,0,0,0
2017-03-26T15:00:00Z,1.221,149.32,52.49,0,0,0,0,0,0
2017-03-26T17:00:00Z,1.198,152.19,51.49,0,0,0,0,0,0
2017-03-26T18:00:00Z,1.175,155.24,50.19,0,0,0,0,0,0
2017-03-26T20:00:00Z,1.148,158.49,48.03,0,0,0,0,0,0
2017-03-26T21:00:00Z,1.126,162.02,47.29,0,0,0,0,0,0
2017-03-26T23:00:00Z,1.109,165.64,46.25,0,0,0,0,0,0
2017-03-27T00:00:00Z,1.096,169.07,45.04,0,0,0,0,0,0
2017-03-27T02:00:00Z,1.085,172.13,43.47,0,0,0,0,0,0
2017-03-27T03:00:00Z,1.079,174.53,42.68,0,0,0,0,0,0
2017-03-27T05:00:00Z,1.077,177.67,40.86,0,0,0,0,0,0
2017-03-27T06:00:00Z,1.073,179.89,41.93,0,0,0,0,0,0
2017-03-27T08:00:00Z,1.077,182.57,40.87,0,0,0,0,0,0
2017-03-27T09:00:00Z,1.096,184.77,41.33,0,0,0,0,0,0
2017-03-27T11:00:00Z,1.105,186.16,39.61,0,0,0,0,0,0
2017-03-27T12:00:00Z,1.149,183.53,51.16,0,0,0,0,0,0
2017-03-27T14:00:00Z,1.806,145.79,152.27,0,0,0,0,0,0
2017-03-27T15:00:00Z,2.588,125.67,132.07,0,0,0,0,0,0
2017-03-27T17:00:00Z,2.9,127.85,103.27,0,0,0,0,0,0
2017-03-27T18:00:00Z,3.542,154.95,151.62,0,0,0,0,0,0
2017-03-27T20:00:00Z,4.175,107.8,162.24,0,0,0,0,0,0
2017-03-27T21:00:00Z,4.464,98.17,172.28,0,0,0,0,0,0
2017-03-27T23:00:00Z,5.009,88.36,151.55,0,0,0,0,0,0
2017-03-28T01:00:00Z,5.584,82.91,173.97,0,0,0,0,0,0
2017-03-28T02:00:00Z,5.852,79.21,225.31,0,0,0,0,0,0
2017-03-28T04:00:00Z,5.943,78.86,172.57,0,0,0,0,0,0
2017-03-28T05:00:00Z,6.241,77.81,168.94,0,0,0,0,0,0
2017-03-28T07:00:00Z,6.861,74.65,174.48,0,0,0,0,0,0
2017-03-28T08:00:00Z,7.377,73.15,157.61,0,0,0,0,0,0
2017-03-28T10:00:00Z,7.546,72.99,167.14,0,0,0,0,0,0
2017-03-28T11:00:00Z,7.553,71.84,150.04,0,0,0,0,0,0
2017-03-28T13:00:00Z,7.761,70.67,143.97,0,0,0,0,0,0
2017-03-28T14:00:00Z,8.18,68.57,157.15,0,0,0,0,0,0
2017-03-28T16:00:00Z,8.66,66.05,166.07,0,0,0,0,0,0
2017-03-28T17:00:00Z,9.07,62.92,108.44,0,0,0,0,0,0
2017-03-28T19:00:00Z,9.45,61.84,113.11,0,0,0,0,0,0
2017-03-28T20:00:00Z,9.91,59.76,131.17,0,0,0,0,0,0
2017-03-28T22:00:00Z,10.22,57.3,127.34,0,0,0,0,0,0
2017-03-28T23:00:00Z,10.47,55.49,127.47,0,0,0,0,0,0
2017-03-29T01:00:00Z,10.67,53.85,116.76,0,0,0,0,0,0
2017-03-29T03:00:00Z,10.73,53.76,125.51,0,0,0,0,0,0
2017-03-29T04:00:00Z,10.73,54.79,106.1,0,0,0,0,0,0
2017-03-29T06:00:00Z,10.99,56.26,91.45,0,0,0,0,0,0
2017-03-29T07:00:00Z,12.14,51.42,180.89,0,0,0,0,0,0
2017-03-29T09:00:00Z,13.23,46,164.26,0,0,0,0,0,0
2017-03-29T10:00:00Z,13.94,43.51,158.63,0,0,0,0,0,0
2017-03-29T12:00:00Z,14.46,37.67,190.3,0,0,0,0,0,0
2017-03-29T13:00:00Z,14.77,33.83,175.93,0,0,0,0,0,0
2017-03-29T15:00:00Z,14.69,34.34,141.21,0,0,0,0,0,0
2017-03-29T16:00:00Z,14.61,33.84,103.59,0,0,0,0,0,0
2017-03-29T18:00:00Z,14.5,33.39,100.16,0,0,0,0,0,0
2017-03-29T19:00:00Z,14.3,33.24,84.5,0,0,0,0,0,0
2017-03-29T21:00:00Z,14.02,32.47,73.06,0,0,0,0,0,0
2017-03-29T22:00:00Z,13.78,31.67,68.51,0,0,1,0,0,E
2017-03-30T00:00:00Z,13.54,30.89,73.15,0,0,1,0,0,E
2017-03-30T01:00:00Z,13.24,29.81,74.75,0,0,1,0,0,E
2017-03-30T03:00:00Z,12.93,29.68,71.81,0,0,1,0,0,E
2017-03-30T04:00:00Z,12.46,30.23,68.88,0,0,1,0,0,E
2017-03-30T06:00:00Z,11.96,31.56,67.28,0,0,1,0,0,E
2017-03-30T07:00:00Z,11.4,33.32,74.88,0,0,1,0,0,E
2017-03-30T09:00:00Z,10.86,35.44,64.89,0,0,1,0,0,E
2017-03-30T10:00:00Z,10.37,37.57,67.71,0,0,1,0,0,E
2017-03-30T12:00:00Z,9.9,40.22,58.26,0,0,1,0,0,E
2017-03-30T14:00:00Z,9.46,42.65,65.75,0,0,1,0,0,E
2017-03-30T15:00:00Z,9.11,44.66,61.39,0,0,1,0,0,E
2017-03-30T17:00:00Z,8.76,46.77,63.24,0,0,1,0,0,E
2017-03-30T18:00:00Z,8.45,48.56,54.99,0,0,1,0,0,E
2017-03-30T20:00:00Z,8.1,50.7,56.74,0,0,1,0,0,E
2017-03-30T21:00:00Z,7.743,52.84,55.8,0,0,1,0,0,E
2017-03-30T23:00:00Z,7.354,55.07,56.28,0,0,1,0,0,E
2017-03-31T00:00:00Z,6.909,58.55,44.74,0,0,1,0,0,E
2017-03-31T02:00:00Z,6.482,60.64,54.01,0,0,1,0,0,E
2017-03-31T03:00:00Z,6.055,62.26,57.63,0,0,1,0,0,E
2017-03-31T05:00:00Z,5.585,64.84,59.95,0,0,1,0,0,E
2017-03-31T06:00:00Z,5.199,67.11,59.65,0,0,1,0,0,E
2017-03-31T08:00:00Z,4.813,68.93,59.28,0,0,1,0,0,E
2017-03-31T09:00:00Z,4.452,70.67,62.85,0,0,1,0,0,E
2017-03-31T11:00:00Z,4.176,72.76,61.39,0,0,1,0,0,E
2017-03-31T12:00:00Z,3.932,75.21,63.11,0,0,1,0,0,E
2017-03-31T14:00:00Z,3.746,77.7,60.08,0,0,1,0,0,E
2017-03-31T15:00:00Z,3.577,79.94,56.59,0,0,1,0,0,E
2017-03-31T17:00:00Z,3.423,82.5,62.07,0,0,1,0,0,E
2017-03-31T18:00:00Z,3.286,84.71,59.83,0,0,1,0,0,E
2017-03-31T20:00:00Z,3.162,86.96,55.55,0,0,1,0,0,E
2017-03-31T21:00:00Z,3.064,89.78,54.53,0,0,1,0,0,E
2017-03-31T23:00:00Z,2.966,92.98,53.77,0,0,1,0,0,E
2017-04-01T00:00:00Z,2.873,96.71,67.49,0,0,1,0,0,E
2017-04-01T02:00:00Z,2.792,100.26,53.89,0,0,1,0,0,E
2017-04-01T03:00:00Z,2.709,103.37,58.13,0,0,1,0,0,E
2017-04-01T05:00:00Z,2.632,106.58,51.07,0,0,1,0,0,E
2017-04-01T06:00:00Z,2.555,109.63,49.74,0,0,1,0,0,E
2017-04-01T08:00:00Z,2.499,112.8,55.78,0,0,1,0,0,E
2017-04-01T09:00:00Z,2.441,115.75,51.44,0,0,1,0,0,E
2017-04-01T11:00:00Z,2.401,119.26,49.76,0,0,1,0,0,E
2017-04-01T12:00:00Z,2.361,122.37,49.62,0,0,1,0,0,E
2017-04-01T14:00:00Z,2.32,124.86,41.9,0,0,1,0,0,E
2017-04-01T15:00:00Z,2.282,127.23,44.13,0,0,1,0,0,E
2017-04-01T17:00:00Z,2.252,129.16,32.39,0,0,1,0,0,E
2017-04-01T18:00:00Z,2.224,130.31,39.11,0,0,1,0,0,E
2017-04-01T20:00:00Z,2.202,132.25,39.84,0,0,1,0,0,E
2017-04-01T21:00:00Z,2.179,134.6,38.91,0,0,1,0,0,E
2017-04-01T23:00:00Z,2.159,136.27,40.5,0,0,1,0,0,E
2017-04-02T00:00:00Z,2.141,137.32,38.59,0,0,1,0,0,E
2017-04-02T02:00:00Z,2.12,138.94,30.65,0,0,1,0,0,E
2017-04-02T03:00:00Z,2.098,140.03,34.21,0,0,1,0,0,E
2017-04-02T05:00:00Z,2.083,141.42,22.28,0,0,1,0,0,E
2017-04-02T06:00:00Z,2.063,142.37,41.33,0,0,1,0,0,E
2017-04-02T08:00:00Z,2.044,143.95,21.59,0,0,1,0,0,E
2017-04-02T09:00:00Z,2.027,145,32.21,0,0,1,0,0,E
2017-04-02T11:00:00Z,2.011,146.32,32.92,0,0,1,0,0,E
2017-04-02T12:00:00Z,1.991,146.72,32.56,0,0,1,0,0,E
2017-04-02T14:00:00Z,1.975,147.38,34.33,0,0,1,0,0,E
2017-04-02T15:00:00Z,1.961,149.52,34.25,0,0,1,0,0,E
2017-04-02T17:00:00Z,1.949,151.94,33.16,0,0,1,0,0,E
2017-04-02T18:00:00Z,1.937,153.37,31.49,0,0,1,0,0,E
2017-04-02T20:00:00Z,1.937,155.38,32.36,0,0,1,0,0,E
2017-04-02T21:00:00Z,1.932,155.67,32.43,0,0,1,0,0,E
2017-04-02T23:00:00Z,1.923,156.17,30.22,0,0,1,0,0,E
2017-04-03T00:00:00Z,1.915,156.27,29.34,0,0,1,0,0,E
2017-04-03T02:00:00Z,1.911,155.77,21.2,0,0,1,0,0,E
2017-04-03T03:00:00Z,1.903,150.44,28.7,0,0,1,0,0,E
2017-04-03T05:00:00Z,1.896,148.05,35.04,0,0,1,0,0,E
2017-04-03T06:00:00Z,1.892,148.16,38.14,0,0,1,0,0,E
2017-04-03T08:00:00Z,1.884,149.56,41.58,0,0,1,0,0,E
2017-04-03T09:00:00Z,1.88,150.85,35.72,0,0,1,0,0,E
